commit_hash,project,claude_ans,split,qualidade,commit_message,commit_message_len,diff_len,diff_lines
4ef2e384fcb5357e7062037070c438383d3e6af9,gimp,Sim,train,72,Changed a C++-style comment to the classic /*  -  -  -  */ There is still a major bug somewhere in there -  Try to choose a script-fu-procedure from the dbbrowser  it crashes -    --Sven,186,2886,65
4fb6b4981d792ff39512e21cb800157b3fd4397d,gimp,Provavelmente sim,train,52,app/transform_core - c Thu May 27 22:00:58 BST 1999 Andy Thomas <alt@gimp - org>  	* app/transform_core - c  	Bezier curve display during transformation works 	with corrective type of transform -,195,1784,65
500dca98b83c8bf22bd8193f2b44f79a3a38958d,gimp,Sim,train,82,app/gimprc - c write/parse the wheel axis properly when writing/parsing 2002-05-21  Michael Natterer  <mitch@gimp - org>  	* app/gimprc - c 	* app/widgets/gimpdeviceinfo - c: write/parse the wheel axis 	properly when writing/parsing devicerc -   	* app/widgets/gimpdevices - c: no need to #define something twice -,314,2276,71
510fd8361e4217c8f18b3646a3044f3ee5782ece,gimp,Sim,test,72,fixed #83418  which was caused by my bogus fix for #34849 2002-05-29  Michael Natterer  <mitch@gimp - org>  	* app/paint-funcs/paint-funcs - c: fixed #83418  which was caused by 	my bogus fix for #34849 (initial_sub_region:: error :: src->w * 	(src->bytes + 1) > 512) -  	The assertions were there because there were local temporary 	buffers of 512 bytes size -  Now the buffers size is 	MAX (src->width * src->bytes  dest->width * dest->bytes) which 	should be enough this time :) Re-enabled the assertions because 	of paranoia -  -  -,536,2657,69
537e8606c39c9b1f2ebdf6ade3f3b16a18724523,gimp,Provavelmente sim,train,20,sort of works now -  2003-03-26  Sven Neumann  <sven@gimp - org>  	* app/text/gimpfont - c (gimp_font_get_new_preview): sort of works now -,139,1806,50
54ca43478067044b8a8db94abdfe112569ced209,gimp,Provavelmente sim,train,52,the autogenerated code for gimp_palette_get_entry wont compile -  Temporary  	* gimppalette_pdb - c: the autogenerated code for  	gimp_palette_get_entry wont compile -   Temporary kludge so that it  	will compile and work correctly -,233,497,16
54cdc69c3ef21ff115589639a739fb58fdbd0569,gimp,Sim,train,78,set a window type hint of GDK_WINDOW_TYPE_HINT_UTILITY for info windows 2003-03-16  Sven Neumann  <sven@gimp - org>  	* app/gui/info-dialog - c: set a window type hint of 	GDK_WINDOW_TYPE_HINT_UTILITY for info windows (fixes bug #92175) -   	* app/tools/gimpcolorpickertool - c: give the color area more space -,311,2189,52
54d9b7ca29a316d82968b7c7083e7a63e86e058b,gimp,Provavelmente sim,test,52,disabled debuggind output -  2002-05-10  Michael Natterer  <mitch@gimp - org>  	* app/core/gimpcontainer - c: disabled debuggind output -   	* app/core/gimpdrawable - c (gimp_drawable_init): no need to 	initialize variables twice :)  	* app/widgets/gimpnavigationpreview - c: removed debugging output -,302,3005,94
55d80752930da52ae12cf4229b83bef3022d1e09,gimp,Provavelmente sim,train,52,applied a patch from Pedro Gimeno that fixes incorrect drawing of the 2003-04-05  Sven Neumann  <sven@gimp - org>  	* app/display/gimpdisplayshell-selection - c: applied a patch from 	Pedro Gimeno that fixes incorrect drawing of the selection border 	caused by overflowing 16bit X coordinates (bug #110014) -,308,3154,108
56772cb2cf9c891930dedae89cdf6682c122fa9a,gimp,Sim,train,72,Set the current tools gdisplay pointer to NULL when destroying a gdisplay Mon Apr 13 00:27:45 EDP 1998 Matthew Wilson <msw@gimp - org>  	* app/gdisplay - c: Set the current tools gdisplay pointer to NULL 	when destroying a gdisplay  	* app/interface - c: Use clicked as the signal to handle for menu 	based tools -   This lets us pop by_color_select back up -   --Matt,368,4594,136
5749bc2143c4dc735c8b63bd38c0970708a23eaf,gimp,Sim,train,78,remember the drawable we were working on instead of relying to   * app/transform_core - c: remember the drawable we were working on     instead of relying to gimp_active_drawable () -      This should fix bug #2381 -   --Sven,225,2879,74
5777429f55a130684ab81d4ba050e56bb73397c7,gimp,Sim,train,62,Typo and cosmetical fixes -,27,2148,56
57aaac8d9c7d4fd2883fef7842f2001bfd6881c4,gimp,Provavelmente sim,train,30,merges from gimp-1-2 branch 2002-04-10  Manish Singh  <yosh@gimp - org>          * plug-ins/common/url - c: merges from gimp-1-2 branch,135,3935,138
57abc91fd9430d701e64c42a49a3a2eb57e08871,gimp,Sim,train,78,replaced old invalidate calls with an iteration over gimages -  Wed Jul  8 10:47:51 CDT 1998  Larry Ewing  <lewing@gimp - org>  	* app/preferences_dialog - c: replaced old invalidate calls 	with an iteration over gimages -   	* app/layer - c: added an assert to check for gimage != NULL -,288,4342,120
57c8796d537bcf8606c00953669ecc965ff80366,gimp,Sim,test,62,Offset brush buffer when painting on edges of the canvas -  Set window to Fri Mar 26 03:13:15 EST 1998 Matthew Wilson <msw@gimp - org> 	* app/paint_core - c: Offset brush buffer when painting on edges 	of the canvas -  	* app/text_tool - c: Set window to auto_shrink = FALSE  -Matt,281,4394,111
589a5476ab191131672e5a88672b03f1be61ff6c,gimp,Provavelmente sim,train,20,Corrected the last line -,25,653,26
5a8eb56643cf5d00fbb8e5273c484d39dcdf0de4,gimp,Provavelmente sim,train,35,bug-fixing -  -  -  --Sven,26,4895,112
5ae4ae62ec5f13ded8b0685414e8e6003d2a4bcb,gimp,Provavelmente sim,train,30,Fix stupid braino -Yosh,23,2035,52
5b1f6495d8fef3c809168ffb922d65741dbf5a23,gimp,Provavelmente sim,test,40,better fix for the indexed merge problem -Yosh,46,1644,44
5b210062e33bd9e76d9f202b6c4f499d0d786381,gimp,Sim,train,72,app/plug_in_cmds - c app/procedural_db_cmds - c tools/pdbgen/pdb/plug_in - pdb 2001-01-03  Michael Natterer  <mitch@gimp - org>  	* app/plug_in_cmds - c 	* app/procedural_db_cmds - c 	* tools/pdbgen/pdb/plug_in - pdb 	* tools/pdbgen/pdb/procedural_db - pdb 	* tools/pdbgen/app - pl: conditionally include <regex - h> or 	regexrepl - h  depending on HAVE_GLIBC_REGEX -,367,3078,114
5b3cf3bd6df9e780f2e0f8122c8500d209d3c29f,gimp,Provavelmente sim,train,52,applied a patch from Raphael Quinet which adds a check for the return 2000-11-07  Sven Neumann  <sven@gimp - org>  	* plug-ins/common/screenshot - c: applied a patch from Raphael 	Quinet which adds a check for the return value of waitpid() -,241,1200,42
5c009bb829facb067e42816acdece8b8f4f6e579,gimp,Provavelmente não,train,2,same as before :-(,18,475,12
5c04f27cd5196a7d84fef9e712d2f74f16051d66,gimp,Sim,train,78,switch to the Channels tab after adding the new channel -  Fixes bug 2003-05-27  Michael Natterer  <mitch@gimp - org>  	* app/gui/select-commands - c (select_save_cmd_callback): switch 	to the Channels tab after adding the new channel -  	Fixes bug #101970 -,258,1877,72
5ccbf7c7345fd68b128ab13b5a74663345785727,gimp,Provavelmente sim,train,52,plug-ins/gfig/gfig - c Wed Sep 20 22:40:25 BST 2000 Andy Thomas <alt@gimp - org>  	* plug-ins/gfig/gfig - c  	Fixed problems since the interface to gimp-drawable-fill() has 	changed -  Also fixed some GTK warnings when GFig objects were 	loaded -,246,2192,83
5cebb04786e75b014baf3dba37f8fe6cd363cd26,gimp,Sim,train,82,use the G_N_ELEMENTS macro where appropriate  removing a bunch of unuseful static variables -  Changed some g_malloc to g_new while I was on it -,145,8341,254
5e4287a18125f792daa1be293ee8d92ffe0da320,gimp,Provavelmente sim,train,52,app/procedural_db - c applied mem leak patch from Mattias Gronlund * app/procedural_db - c * app/text_tool - c: applied mem leak patch from Mattias Gronlund  * plug-ins/tiff/tiff - c: fix for indexed save from Dan Mitchell  -Yosh,229,3981,140
5e48cfb813d3f7bbdce9d9d720ae2001b43c59d5,gimp,Sim,train,78,set the dialog transient to the file selection dialog (see bug #61092) -  2003-03-16  Sven Neumann  <sven@gimp - org>  	* app/gui/file-save-dialog - c (file_save_overwrite): set the dialog 	transient to the file selection dialog (see bug #61092) -,247,1308,41
5e9fc1d8e41bc59ba18de82624294419c41f89d0,gimp,Sim,train,72,updated links 2001-10-29  Sven Neumann  <sven@gimp - org>  	* plug-ins/webbrowser/web-browser - scm: updated links  	* tools/pdbgen/lib - pl: cosmetic change (if (!x) -> unless (x)) -,183,2118,59
5ed3043027665b44b926270458f1d0bc1737b77c,gimp,Provavelmente sim,train,40,*** empty log message ***,25,1671,53
5edb473a6cfe418d3079d8ab7607db31378f4b2d,gimp,Provavelmente sim,train,35,Proofing -  only minor changes -  2001-11-23  Rebecca Walter  <rjp@mail - tele - dk>  	* app/file/* - c: Proofing -  only minor changes -,137,1413,50
5fc293e6642de8addc91a7986160bf5ef2790a8b,gimp,Provavelmente sim,train,52,Fixed a possible bad composite when mode is REPLACE_MODE -  Sun May 16 17:16:59 BST 1999  Adam D -  Moss  <adam@gimp - org>  	* app/paint_funcs - c: Fixed a possible bad composite when 	mode is REPLACE_MODE -,208,3058,89
5ff22ad0d081418d823837b74d1450f7ea31efe6,gimp,Sim,train,78,Use / instead of G_DIR_SEPARATOR -  We are scanning a preset file here  2000-11-11  Tor Lillqvist  <tml@iki - fi>  	* plug-ins/gimpressionist/gimpressionist - c (readdirintolist_real  	reselect): Use / instead of G_DIR_SEPARATOR -  We are scanning a 	preset file here  with file names always in Unix format -  Thanks 	to Jean-Louis HAMEL for this fix -,352,1220,37
60abc739eaf9ce0d04a5f1c1e54622908d33b2b1,gimp,Provavelmente sim,train,62,PNG Fixed for Sven and Felix  but loads partial or damaged images too -  No more warnings either -,98,1207,38
610e2a639ef37cfe55ee7b98c2d29f9e30f11ef4,gimp,Sim,train,72,added a container that keeps references to the buttons which are not added 2003-06-11  Sven Neumann  <sven@gimp - org>  	* app/widgets/gimptoolbox - [ch]: added a container that keeps 	references to the buttons which are not added to the wrap box -  	Just to make sure they are destroyed on exit -,297,2238,62
619a0724473138a450c0a42cb7f9191cae215a5b,gimp,Sim,train,82,changed the message dialog icon to WARNING since we mostly use this for 2002-02-07  Sven Neumann  <sven@gimp - org>  	* app/widgets/gimpwidgets-utils - c (gimp_message_box): changed the 	message dialog icon to WARNING since we mostly use this for 	warnings -  We should change the API so that gimp_message knows 	about the severity of the message it displays -   	* themes/Default/images/stock-wilber-16x16 - png 	* themes/Default/images/stock-wilber-32x32 - png 	* themes/Default/images/stock-wilber-48x48 - png 	* themes/Default/images/stock-wilber-64x64 - png: slightly better icons -   	* themes/Default/Makefile - am 	* themes/Default/images/Makefile - am 	* themes/Default/images/stock-wilber-eek - png: added a new eek wilber 	based on suggestions made in bug-report #65194 -  Actually Id like it 	be more eeeky  so feel free to submit a better one -   	* libgimpwidgets/gimpstock - [ch]: register the new stock icon -   	* app/gui/gui - c (gui_really_quit_dialog): use STOCK_WILBER_EEK -,995,5381,125
62052c0c624acdca8a1972257e780989bfac79c7,gimp,Sim,train,72,fixed gimp_rgb_intensity_uchar() which used to return 0 or 1 instead of 0 2003-02-27  Sven Neumann  <sven@gimp - org>  	* libgimpcolor/gimprgb - c: fixed gimp_rgb_intensity_uchar() which 	used to return 0 or 1 instead of 0 to 255 -  Fixes bug #107202 -,252,1179,43
630afe25b63ed60e020cedcac750903e014480c8,gimp,Sim,train,62,Forgot one s/gimp-channel-ops-offset/gimp-drawable-offset/,58,909,24
6320f26fb9207efc0f24c620c5b0443d2c56026f,gimp,Provavelmente sim,train,52,no leading underscore for S_IFOO constants -Yosh,48,1339,42
635a2d93b81162658b470521e1fe4830b19d8052,gimp,Sim,train,72,fixed wrong parameter name in gtk-doc comment -  2002-08-27  Michael Natterer  <mitch@gimp - org>  	* libgimpwidgets/gimpwidgets - c: fixed wrong parameter name in 	gtk-doc comment -,182,1631,36
636c330f4267215c93d94c91a8dfd36b4b14b242,gimp,Sim,test,62,Enclose file name with double quotes on Win32  in case it contains spaces -  2000-02-08  Tor Lillqvist  <tml@iki - fi>  * plug-ins/common/ps - c (ps_open): Enclose file name with double quotes on Win32  in case it contains spaces -,231,1697,50
64196f194891a6bf6af0dc1e90cb991508d4d569,gimp,Sim,train,52,friggin c++ comments -Yosh,26,4102,82
653b4e0fe766af89e7ca05b8dc67c05971da84be,gimp,Provavelmente não,train,30,handle all fill types  fixes bug #114979 -  2003-06-12  Sven Neumann  <sven@gimp - org>  	* app/core/gimptemplate - c (gimp_template_create_image): handle all 	fill types  fixes bug #114979 -,191,1952,60
65d5e587e940a127067082dcb00b0142e5d75182,gimp,Sim,train,72,dont g_message() on error but return a GError -  2002-10-30  Michael Natterer  <mitch@gimp - org>  	* app/core/gimpdata - [ch] (gimp_data_delete_from_disk): dont 	g_message() on error but return a GError -   	* app/widgets/gimpdatafactoryview - c: show the message here -,271,3684,110
6604398ff575ee6f4a9de2cd01443d8e01c3bff0,gimp,Sim,train,85,no need to include app_procs - h here -  2002-12-06  Sven Neumann  <sven@gimp - org>  	* app/paint/gimppaintcore - c: no need to include app_procs - h here -   	* app/display/gimpdisplay-foreach - c (gimp_displays_dirty) 	(gdisplays_check_valid): dont use the global the_gimp -  Removed 	inclusion of app_procs - h -,316,1769,61
6697f79b7f8c0e093f0461298ff48ea2685561f9,gimp,Sim,train,62,Fixed up to use the gtk SetArg/GetArg stuff -Yosh,49,5055,154
679e597e7725c681248d1b7844af7c98b85e8ce6,gimp,Provavelmente sim,train,62,added a new export_action type so PNG for example correctly shows PNG 2000-06-26  Sven Neumann  <sven@gimp - org>  	* libgimp/gimpexport - c: added a new export_action type 	so PNG for example correctly shows PNG cant handle layers 	even if the suggested action is to flatten the image since 	the background has no alpha-channel -  Fixes bug #15085 -,350,1319,43
68f7fee7e8176c4f841bf2c8b191e648158ac749,gimp,Sim,train,82,fixed a memory leak  (gimp_destroy_paramdefs) new function -  added header -          * libgimp/gimp - c (gimp_run_procedure2): fixed a memory leak          (gimp_destroy_paramdefs) new function -          * libgimp/gimp - h (gimp_destroy_paramdefs): added header -          * libgimp/gimpfeatures - h - in (GIMP_HAVE_DESTROY_PARAMDEFS): new macro -          * plug-ins/script-fu/script-fu - c (init_procedures): fixed a         big memory leak (this also applied to perl!),473,3132,105
6a71208875955f1a7fe6482f518cbc3eb628d55a,gimp,Provavelmente sim,train,52,Use _O_TEMPORARY -  Removed #ifdef  instead define the Win32-only _O_BINARY 1999-09-01  Tor Lillqvist  <tml@iki - fi>  * app/tile_swap - c (tile_swap_open): Use _O_TEMPORARY -  Removed #ifdef  instead define the Win32-only _O_BINARY and _O_TEMPORARY as zero if not defined -   * plug-ins/common/spheredesigner - c: Include config - h (#if HAVE_CONFIG_H) -  RAND_FUNC and SRAND_FUNC are defined in that -,403,3879,144
6afe30b923eae9a535b8f7d8b399bfabe606dbeb,gimp,Sim,train,78,remove a couple unused vars 2003-02-10  Manish Singh  <yosh@gimp - org>          * app/plug-in/plug-in-debug - c: remove a couple unused vars          * plug-ins/common/spheredesigner - c: G_OBJECT casts not needed         for g_signal_connect -,245,2390,63
6ca43f4f817ae586c792748f27bba5742e182952,gimp,Provavelmente sim,train,35,now gimp quits correctly again! -timj,37,1911,84
6cd7b0466d77d0defa1a4539e027c0460346698f,gimp,Sim,train,78,actually connect the Create New Image toggle with its value -  Fixes bug 2003-05-24  Michael Natterer  <mitch@gimp - org>  	* plug-ins/common/lic - c (create_main_dialog): actually connect 	the Create New Image toggle with its value -  Fixes bug #113610 -  	Cleaned up a bit -,276,2552,75
6d151f5fd07b743e6a0d5c5b8fee718c877bfdad,gimp,Sim,train,72,reverted Daves change since this feature has already been implemented 2002-08-06  Sven Neumann  <sven@gimp - org>  	* app/tools/gimpmagnifytool - [ch]: reverted Daves change 	since this feature has already been implemented properly 	(and configurable) last December -,267,2075,61
6e1afab963e1d5768d95f6ee29105760b51eda1c,gimp,Sim,test,72,Always ungrab the pointer on button release -  This is a quick and dirty Thu Apr  2 04:06:50 EST 1998 Matthew Wilson <msw@gimp - org>  	* app/disp_callbacks - c: Always ungrab the pointer on button release -  	This is a quick and dirty hack to try to nuke the pointer grab 	bug -,279,1980,50
6eee5bd4822eebc06d114269294da2f7d6f03d9b,gimp,Provavelmente sim,train,52,Fixed for new GTK refcounting nonsense -   (Lets hope theyre done breaking the Gimp -  -  - ),93,3861,111
6effedce1792184c03a237376842f332ac953ed1,gimp,Provavelmente sim,train,62,call gtk_tree_selection_select_iter() in addition to 2003-03-28  Michael Natterer  <mitch@gimp - org>  	* app/widgets/gimpcontainertreeview - c 	(gimp_container_tree_view_select_item): call 	gtk_tree_selection_select_iter() in addition to 	gtk_tree_view_set_cursor() so we get the focus *and* the selection 	right in all cases -,328,1542,38
6f9fed47891beafa07f1189827d6f9f1fda6e3c3,gimp,Sim,train,72,Fixed an uninitialized variable bug which was making TigerTs gifs blow Mon Sep 28 18:08:14 BST 1998  Adam D -  Moss <adam@gimp - org>  	* plug-ins/gif - c: Fixed an uninitialized variable bug 	which was making TigerTs gifs blow up -   Sigh!,240,2674,99
6fe42e3691691b99bde3dcdebde67997b0506de1,gimp,Provavelmente sim,train,52,set the witdh of the gradient preview to 96 instead of 128 pixels so it is 2002-06-16  Michael Natterer  <mitch@gimp - org>  	* app/tools/gimpblendtool - c: set the witdh of the gradient preview 	to 96 instead of 128 pixels so it is not the widest tool options 	item with the small theme -,289,1378,35
70363efb3771aa2807dc0c4576ea10dffaaf1a95,gimp,Sim,train,62,app/widgets/gimpdataeditor - c changed some debugging output to say TODO: 2002-11-01  Michael Natterer  <mitch@gimp - org>  	* app/widgets/gimpdataeditor - c 	* app/widgets/gimpimageview - c: changed some debugging output to 	say TODO:  -  -  -  -,247,1501,49
70b02324057c233a0bda6aec6c9c77aa003e6755,gimp,Sim,train,78,app/bezier_select - c Mon Nov 22 22:43:59 GMT 1999 Andy Thomas <alt@gimp - org>          * app/bezier_select - c          Stroking bezier paths made up of multiple segments         now all get put in a single undo group -,221,2197,74
70d84d2eba8b6a2288e940b4b5b2b4d3cfa927da,gimp,Sim,test,72,added a change to make a note of the current drawable in the Thu Apr  2 01:49:34 EST 1998 Matthew Wilson <msw@gimp - org>  	* app/transform_core - c: added a change to make a note of the 	current drawable in the button_release -   This prevents the tool 	from being restarted when the transform_core makes a floating 	selection -  	* app/tools - c: Initialize the current drawable to NULL if 	there is gdisp == NULL -   --Matt,426,2501,74
712b38cdd256ebfc212a1c2b2c54115f59b7ec0b,gimp,Provavelmente sim,train,40,Small error fixed  renamed the tool -  --Sven,45,6239,174
722f600e0f7be96c1182e77191accdf508f50748,gimp,Provavelmente sim,test,52,removed some more debugging output -  Zzz -  Wed Aug 23 20:15:21 BST 2000  Adam D -  Moss <adam@gimp - org>  	* plug-ins/common/psd - c: removed some more debugging output -   Zzz -,181,3216,108
72607e094f88c8ab65e0541146e6d819909d2d73,gimp,Sim,train,72,Fixes #82849 (selection	is ignored in Smooth Palette filter),60,4301,136
73057f768933a115d6592fb5a49c4b452518c07d,gimp,Sim,test,82,gimp_display_idlerenderer_callback()) -  The assertion went off whenever we 2002-05-13  Michael Natterer  <mitch@gimp - org>  	* app/paint-funcs/paint-funcs - c commented out a warning in 	initial_sub_region and a g_error() in combine_sub_region which 	didnt expect to get chunks of pixels with a width of > 128 	passed -  I guess it was an assertion to ensure the integrity of 	some higher level code (see gimpdisplay - c: 	gimp_display_idlerenderer_callback()) -   The assertion went off 	whenever we wanted to render a preview with a width of > 128  	which is however handled absolutely correctly by the two 	functions -  (fixes #26072)  	* app/core/gimpcontext - c (gimp_context_get_by_type): unref objects 	before returning them -  Fixes our biggest memleak (whole images) -   	* app/display/gimpdisplay-handlers - c: commented out debugging 	g_print()s which track the images refcount -,892,3233,96
73128a4edd7558256af60653d3c6cf98130b9d83,gimp,Sim,train,72,need GPlugInInfo struct for the link test too (patch by Robert Krawitz * gimp - m4: need GPlugInInfo struct for the link test too (patch by Robert Krawitz <rlk@alum - mit - edu>)  -Yosh,185,950,32
736929626d5b9c56d217d99ab7cc3bcdf293f391,gimp,Sim,train,72,Fix typo introduced when gimp_spin_button_new() was taken into use -  Now 2000-05-14  Tor Lillqvist  <tml@iki - fi>  * plug-ins/common/gpb - c (gih_save_dialog): Fix typo introduced when gimp_spin_button_new() was taken into use -  Now you can adjust the cell height again -,274,1454,44
737b769332befec6827be9d05543ac96ef1d9e0b,gimp,Provavelmente sim,train,52,Updated gimp_paintbrush calls in gfig - c to its current pdb interface -,72,3534,94
737d54fa2f29524b943dd3cebeebdebe5406e22c,gimp,Sim,train,72,remove main_column->editable_widget on each button_press_event -  Should fix 2003-05-29  Michael Natterer  <mitch@gimp - org>  	* app/widgets/gimpcontainertreeview - c 	(gimp_container_tree_view_button_press): remove 	main_column->editable_widget on each button_press_event -  Should 	fix more (if not all) stale editing widgets -,330,1243,32
738993fbc5e6ba52afd0df1e414bac95e193f678,gimp,Provavelmente sim,train,52,Small patch to modify the behaviour of the bucket fill tool if there is an 2002-09-04  Dave Neary  <bolsh@gimp - org>         * app/core/gimpdrawable-bucket-fill - c: Small patch to         modify the behaviour of the bucket fill tool if there         is an active selection -  Question: Should the bucket fill         only work if clicked inside the selection? Currently a         click anywhere works  and stuff gets drawn if the region         intersects the selection -  This patch closes bug #72896 -,505,2446,56
73b18f66bffec89539339f6e7e143435e6e761c2,gimp,Provavelmente sim,train,45,more _() tagging -  * plug-ins/script-fu/script-fu - c: more _() tagging -   -- yasuhiro,88,1379,44
7442ef509942721a5ce29f08b2c7caeb916c34a3,gimp,Provavelmente sim,test,20,forgot to commit this one -  2003-05-07  Michael Natterer  <mitch@gimp - org>  	* app/vectors/gimpvectors - c: forgot to commit this one -,138,1892,51
74887c867640b02fafe8b82fdd984d8222178972,gimp,Sim,train,85,ignore double clicks on toggle cells (fixes bug #109114) -  2003-03-25  Michael Natterer  <mitch@gimp - org>  	* app/widgets/gimpcontainertreeview - c 	(gimp_container_tree_view_button_press): ignore double clicks on 	toggle cells (fixes bug #109114) -,252,1147,27
7633468a5ff50a10f5929ab096e6e88ff8d9a7c9,gimp,Provavelmente sim,train,40,Update info structures after doing transformations  thus fixing bug Also stopped applying sBIT -  Scream if this hurts you :),125,2595,91
763e495d069ea7e60c3d1469f2831471941029d4,gimp,Provavelmente não,train,35,cleaned up the messy spanish translation someone added fixed compiler warnings  changed some gints to gbooleans  cleaned up namespace and documentation  updated libgimp documentation    --Sven,192,1904,70
7739ffb38a1e33eb16f33fb396ef178844a6907e,gimp,Sim,train,62,Changed:- Thu Apr  8 21:19:05 BST 1999 Andy Thomas <alt@gimp - org>  	Changed:-  	* app/image_map - c  	Fixed boundary problem in new function image_map_get_color_at() -,169,1569,50
77934d6804f75e0781e530c47a8c75a4b8706a92,gimp,Provavelmente sim,train,20,oops -  forgot to save last change to gimpfu - py before committing  -  -  -,76,941,22
79f4910c9f616413a76851787df7a04079ddbea1,gimp,Sim,test,72,corrected 2 annoyances: that stupid hash table == NULL warning and the * app/gdisplay - c: corrected 2 annoyances: that stupid hash table == NULL warning and the pointer in the title bar instead of the ID  * app/internal_procs - c: were registering more procs  so make update the total proc count  -Yosh,303,4302,137
7a1f26c9fa0c2e8ed9b1b9b1f8467090a67185fc,gimp,Sim,train,85,changed order of calls to gimp_dnd_data_dest_add() so that text/uri-list 2002-11-25  Michael Natterer  <mitch@gimp - org>  	* app/widgets/gimpdnd - c (gimp_dnd_file_dest_add): changed order of 	calls to gimp_dnd_data_dest_add() so that text/uri-list is 	preferred over text/plain and _NETSCAPE_URL -  Fixes dropping 	multiple files from nautilus -,347,1263,35
7a8b15754b4d4b89c824a63f2caccfd36dd15c1b,gimp,Sim,train,62,fixed types,11,1501,57
7a9366ddc9b612a5c9e7f076b7098426723596c4,gimp,Provavelmente sim,train,40,Fixes #82499 (small typo) and adds mnemonics -,46,2556,85
7aacae5d11312fe52f5cc312a4a3f9390e1d7dbd,gimp,Sim,test,52,changed the URL for the Manual --Matt Sun Jun  7 18:44:17 EDT 1998  Matthew Wilson  <msw@gimp - org>  	* plug-ins/webbrowser/web-browser - scm: changed the URL for the 	Manual --Matt,182,3028,89
7ae373c153b0f26c25dab1408fd4e8b07176d1ec,gimp,Provavelmente sim,train,62,On request of Martin Weber <martweb@gmx - net>: Fixed bug #52728 - problem 2001-04-06  Stanislav Brabec  <utx@penguin - cz>          On request of Martin Weber <martweb@gmx - net>:         * plugins/common/tga - c: Fixed bug #52728 - problem in loading         compressed and uncompressed 15 bit tga  compressed 16 bit tga         files and removed a false warning for 32 bit tga files -,387,2808,75
7c2b559593e072fa25859298cbfb0d4ddc7860d0,gimp,Provavelmente sim,train,62,stop synthesizing expose events but use gdk_window_invalidate_rect() and 2001-11-02  Michael Natterer  <mitch@gimp - org>  	* app/display/gimpdisplayshell-scroll - c: stop synthesizing expose 	events but use gdk_window_invalidate_rect() and 	gdk_window_process_updates() (both with update_children == FALSE 	because the canvas has no children) -   	* app/tools/gimpmagnifytool - c: nothing -,391,2593,76
7cb3c316a4b062048fe860f0a798c79836aa3359,gimp,Provavelmente sim,train,52,fixed a typo I introduced yesterday -  2003-06-13  Sven Neumann  <sven@gimp - org>  	* app/core/gimptemplate - c (gimp_template_create_image): fixed a 	typo I introduced yesterday -,181,901,25
7cc8eb21a46e6f4271385f6119ba4a404e493fc5,gimp,Provavelmente sim,train,40,s/S_ISLINK/S_ISNLK/ (was never compiled before Hans fixed the #ifdef) -  2002-12-01  Michael Natterer  <mitch@gimp - org>  	* libgimpwidgets/gimpdatafiles - c: s/S_ISLINK/S_ISNLK/ (was never 	compiled before Hans fixed the #ifdef) -,232,882,26
7cd5ffd756ce6563225dddb7e592d2120849c67c,gimp,Sim,train,72,plug-ins/script-fu/interp_sliba - c applied a patch from Pedro Gimeno that 2003-04-10  Sven Neumann  <sven@gimp - org>  	* plug-ins/script-fu/interp_sliba - c 	* plug-ins/script-fu/scripts/selection-round - scm: applied a patch 	from Pedro Gimeno that adds the trunc() function to our scheme 	interpreter and fixes bug #109475 the right way -,342,2731,87
7d0bfe191cbf2962a737fcebb7ee334403cc9f4c,gimp,Provavelmente sim,train,25,rsvg can now be used as a gimp plugin,37,3749,121
7e06d78af78185960416ad3061e060232df9b950,gimp,Provavelmente sim,train,40,The file revert operation clears the undo stack upon a revert to get rid Sat Mar 20 22:51:51 GMT 1999  Adam D -  Moss  <adam@gimp - org>  	* fileops - c: The file revert operation clears the undo stack 	upon a revert to get rid of the actions causedby the open 	operation -,273,3853,152
7e1396f9bfdc5d88de679149a2089f482136404d,gimp,Provavelmente sim,train,72,app/tools/gimpbezierselecttool - c app/tools/gimpbycolorselecttool - c 2003-01-14  Michael Natterer  <mitch@gimp - org>  	* app/tools/gimpbezierselecttool - c 	* app/tools/gimpbycolorselecttool - c 	* app/tools/gimpellipseselecttool - c 	* app/tools/gimpfreeselecttool - c 	* app/tools/gimpfuzzyselecttool - c 	* app/tools/gimprectselecttool - c: must use N_() instead of _() 	when registering tool menu entries -,413,5174,109
7f052673efa2d97c8b37ca1a3665e4bf5812a475,gimp,Provavelmente sim,test,52,Happy New Year! Checked RGB/GRAY/INDEXED product box RE testing #4708 -  2000-01-01 Garry R -  Osgood <gosgood@idt - net> Happy New Year!         * app/disp_callbacks - c app/disp_callbacks - c: Checked RGB/GRAY/INDEXED product box RE         testing #4708 -  added gdisplay_update_title() to refresh         window title bar so that a layer-filled display wont         continue its insistence of being empty -  Nice fix  Sven -,428,1723,51
8029644a2d300d16f4e353c42879d8ea5f9a81ba,gimp,Sim,train,78,Uncovered buglet spawned by #5045 fix -  edit_paste() now properly supplies 2000-01-16  Garry R -  Osgood <gosgood@idt - net> * app/global_edit - c global_edit - c: Uncovered buglet spawned by #5045 fix -  edit_paste() now properly supplies a GimpImageType parameter in the case where a GimpImage has no active_drawable: occurs when the user invokes a paste into an empty image -,379,3656,109
